Attendance From Date,Asistencia desde fecha,
Attendance Marked,Asistencia marcada,
Attendance Request,Solicitud de Asistencia,
Attendance To Date,Asistencia a la Fecha,
Attendance will be marked automatically only after this date.,La asistencia se marcará automáticamente solo después de esta fecha.,
Attendees,Asistentes,
Auto Attendance Settings,Configuraciones de asistencia automática,
Auto Leave Encashment,Auto dejar cobro,
Awaiting Response,Esperando Respuesta,
Bank Account,Cuenta bancaria,
Bank Account No,Número de Cuenta Bancaria,
Bank Details,Detalles del banco,
Bank Name,Nombre del banco,
Bank Remittance,Giro Bancario,
Base,Base,
Begin On (Days),Comience el (días),
Begin check-in before shift start time (in minutes),Comience el check-in antes de la hora de inicio del turno (en minutos),
Beginner,Principiante,
Benefits,Beneficios,
Bimonthly,Bimensual,
Block Date,Bloquear fecha,
Block Days,Bloquear días,
Block Holidays on important days.,Bloquear vacaciones en días importantes.,
Blue,Azul,
Body,Cuerpo,
Bonus Amount,Monto de la Bonificación,
Bonus Payment Date,Fecha de Pago de Bonificación,
Branch,Sucursal,
Calculate Payroll Working Days Based On,Calcule los días laborables de la nómina en función de,
Calculated in days,Calculado en días,
Cancelled,Cancelado,
Carry Forward,Trasladar,
Carry Forwarded Leaves,Trasladar ausencias,
Change,Cambio,
Check Vacancies On Job Offer Creation,Comprobar vacantes en la creación de ofertas de trabajo,
Check-in Date,Comprobar en la Fecha,
Check-out Date,Echa un vistazo a la Fecha,
Claim Benefit For,Beneficio de reclamo por,
Claim Date,Fecha de Reclamación,
Claimed,Reclamado,
Claimed Amount,Cantidad reclamada,
Clearance Date,Fecha de liquidación,
Closed,Cerrado,
Closing Notes,Notas de cierre,
Color,Color,
Comments,Comentarios,
Company,Compañía,
Company Details,Detalles de la Compañía,
Compensatory Leave Request,Solicitud de licencia compensatoria,
Completed,Completado,
Completed On,Completado el,
Component,Componente,
Component properties and references ,Propiedades y referencias de componentes,
Condition,Condición,
Condition and formula,Condición y fórmula,
Conditions,Condiciones,
Conditions and Formula variable and example,Condiciones y variable de fórmula y ejemplo,
Conference,Conferencia,
Connections,Conexiones,
Consider Unmarked Attendance As,Considere la asistencia no marcada como,
Contact Email,Correo electrónico de contacto,
Contact No.,Contacto No.,
Contact Number,Número de contacto,
Copy of Invitation/Announcement,Copia de Invitación / Anuncio,
Cost,Costo,
Cost Center,Centro de costos,
Cost Centers,Centros de costos,
Costing,Presupuesto,
Costing Details,Detalles de Costos,
Country,País,
Course,Curso,
Cover Letter,Carta de presentación,
Create New Employee Id,Crear Nuevo ID de Empleado,
Create Separate Payment Entry Against Benefit Claim,Crear una Entrada de Pago separada contra la Reclamación de Beneficios,
Criteria,Criterios,
Currency,Divisa / Moneda,
Current,Corriente,
Current Count,Recuento Actual,
Current Odometer value ,Valor actual del cuentakilómetros,
Current Openings,Aperturas Actuales,
Cyan,Cian,
Daily,Diario,
Daily Work Summary,Resumen diario de Trabajo,
Daily Work Summary Group,Grupo de resumen de trabajo diario,
Daily Work Summary Group User,Resumen de Trabajo Diario de Grupo Usuario,
Daily Work Summary Replies,Respuestas Diarias del Resumen del Trabajo,
Dashboard,Tablero,
Date,Fecha,
Date ,Fecha,
Date of Birth,Fecha de nacimiento,
Date of Joining,Fecha de Ingreso,
Declarations,Declaraciones,
Declared Amount,Cantidad declarada,
Deduct Full Tax on Selected Payroll Date,Deduzca el impuesto completo en la fecha de nómina seleccionada,
Deduct Tax For Unclaimed Employee Benefits,Deducir Impuestos para beneficios de Empleados no Reclamados,
Deduct Tax For Unsubmitted Tax Exemption Proof,Deducir impuestos por soporte de exención de impuestos sin enviar,
Deduction,Deducción,
Deductions,Deducciones,
Default Account,Cuenta predeterminada,
Default Amount,Importe por defecto,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Banco Predeterminado / Cuenta de Efectivo se actualizará automáticamente en la Entrada de Diario Salario cuando se selecciona este modo.,
Default Salary Structure,Estructura de Salario Predeterminada,
Deferred Expense Account,Cuenta de Gastos Diferidos,
Delivery Trip,Viaje de entrega,
Department,Departamento,
Department Approver,Aprobador de Departamento,
Departure Datetime,Hora de Salida,
Depends on Payment Days,Depende de los días de pago,
Description,Descripción,
Description of a Job Opening,Descripción de la oferta de trabajo,
Designation,Puesto,
Designation Skill,Habilidad de designación,
Details,Detalles,
"Details of Sponsor (Name, Location)","Detalles del Patrocinador (Nombre, Ubicación)",
Determine Check-in and Check-out,Determinar el check-in y el check-out,
Disable,Desactivar,
Disable Rounded Total,Desactivar redondeo,
Disabled,Deshabilitado,
Dispensed Amount (Pro-rated),Cantidad Dispensada (Prorrateada),
Do Not Include in Total,No incluir en total,
Do not include in total,No incluir en total,
Documentation,Documentación,
Domestic,Nacional,
Download Template,Descargar plantilla,
Draft,Borrador,
Duration (Days),Duración (Días),
Early Exit,Salida Temprana,
Early Exit Grace Period,Período de gracia de salida temprana,
Earned Leave,Ausencia Ganada,
Earned Leave Frequency,Frecuencia de Licencia Ganada,
Earning,Ingresos,
Earning Component,Componente de Ganancia,
Earnings,Ganancias,
Effective from,Válido desde,
Email,Correo electrónico,
Email Address,Dirección de correo electrónico,
Email ID,Identificación de correo,
Email Salary Slip to Employee,Enviar Nómina al Empleado por Correo Electrónico,
Email Sent To,Correo electrónico enviado a,
Email Template,Plantilla de Correo Electrónico,
Emails salary slip to employee based on preferred email selected in Employee,Envíe por correo electrónico el recibo de salario al empleado basándose en el correo electrónico preferido seleccionado en Empleado,
Employee,Empleado,
Employee Advance,Avance del Empleado,
Employee Advance Summary,Resumen de Avance del Empleado,
Employee Attendance Tool,Herramienta de asistencia de los empleados,
Employee Benefit Application,Solicitud de Beneficios para Empleados,
Employee Benefit Application Detail,Detalle de la Solicitud de Beneficios para Empleados,
Employee Benefit Claim,Reclamo de Beneficio del Empleado,
Employee Benefits,Beneficios de empleados,
Employee Boarding Activity,Actividad de Embarque de Empleados,
Employee Checkin,Registro de empleados,
Employee Details,Detalles del Empleado,
Employee Emails,Correos Electrónicos del Empleado,
Employee Grade,Grado del Empleado,
Employee Health Insurance,Seguro de Salud para Empleados,
Employee Incentive,Incentivo para Empleados,
Employee Name,Nombre de empleado,
Employee Number,Número de empleado,
Employee Onboarding,Empleado de Abordo,
Employee Onboarding Template,Plantilla de Incorporación del Empleado,
Employee Other Income,Otros ingresos del empleado,
Employee Promotion,Promoción del Empleado,
Employee Promotion Details,Detalles de la Promoción del Empleado,
Employee Property History,Historial de Propiedad del Empleado,
Employee Referral,Recomendación de empleados,
Employee Separation,Separación de Empleados,
Employee Separation Template,Plantilla de Separación de Empleados,
Employee Settings,Configuración de Empleado,
Employee Skill,Habilidad del empleado,
Employee Skill Map,Mapa de habilidades del empleado,
Employee Skills,Habilidades de los empleados,
Employee Tax Exemption Category,Categoría de Exención Fiscal del Empleado,
Employee Tax Exemption Declaration,Declaración de Exención Fiscal del Empleado,
Employee Tax Exemption Declaration Category,Categoría de Declaración de Exención Fiscal del Empleado,
Employee Tax Exemption Proof Submission,Presentación de Prueba de Exención Fiscal del Empleado,
Employee Tax Exemption Proof Submission Detail,Detalle de envío de prueba de exención fiscal del empleado,
Employee Tax Exemption Sub Category,Subcategoría de exención fiscal para empleados,
Employee Training,Formación de los empleados,
Employee Transfer,Transferencia del Empleado,
Employee Transfer Detail,Detalle de Transferencia del Empleado,
Employee Transfer Details,Detalles de Transferencia del Empleado,
Employees,Empleados,
Employees HTML,Empleados HTML,
Employees working on a holiday,Empleados que trabajan en un día festivo,
Employment Type,Tipo de empleo,
Enable Auto Attendance,Habilitar asistencia automática,
Enabled,Habilitado,
Encashment,Cobro,
Encashment Amount,Monto del Cobro,
Encashment Date,Fecha de Cobro,
Encrypt Salary Slips in Emails,Cifrar recibos de sueldo en correos electrónicos,
End Date,Fecha Final,
End Time,Hora de finalización,
Error Message,Mensaje de error,
Estimated Cost Per Position,Costo Estimado por Posición,
Evaluation Date,Fecha de evaluación,
Event Details,Detalles del Evento,
Event Name,Nombre del evento,
Event Status,Estado de Eventos,
Every Valid Check-in and Check-out,Cada entrada y salida válidas,
Exam,Examen,
Exchange Rate,Tipo de cambio,
Exempted from Income Tax,Exento del impuesto sobre la renta,
Exemption Category,Categoría de Exención,
Exemption Sub Category,Subcategoría de Exención,
Exit Interview Summary,Resumen de la entrevista de salida,
Expense,Gastos,
Expense Account,Cuenta de costos,
Expense Approver,Supervisor de gastos,
Expense Approver Mandatory In Expense Claim,Aprobador de Gastos obligatorio en la Reclamación de Gastos,
Expense Claim,Reembolso de gastos,
Expense Claim Account,Cuenta de Gastos,
Expense Claim Advance,Anticipo de Adelanto de Gastos,
Expense Claim Detail,Detalle de reembolso de gastos,
Expense Claim Type,Tipo de gasto,
Expense Date,Fecha de gasto,
Expense Proof,Prueba de Gastos,
Expense Taxes and Charges,Gastos Impuestos y Cargos,
Expense Type,Tipo de Gasto,
Expenses,Gastos,
Expire Carry Forwarded Leaves (Days),Caducar Llevar hojas reenviadas (días),
Expired,Expirado,
Explanation,Explicación,
Failed,Falló,
Feedback,Retroalimentación,
Feedback Submitted,Retroalimentación enviada,
Field Name,Nombre de Campo,
Filter List,Lista de Filtros,
Filters,Filtros,
First Check-in and Last Check-out,Primer check-in y último check-out,
First Name ,Primer Nombre,
Fleet Manager,Gerente de Flota,
Flexible Benefits,Beneficios Flexibles,
Flight,Vuelo,
Follow via Email,Seguir a través de correo electronico,
For Employee,Por empleados,
Formula,Fórmula,
Fortnightly,Quincenal,
Fraction of Daily Salary for Half Day,Fracción del salario diario por medio día,
Frappe Support,Soporte de Frappe,
Frequency,Frecuencia,
From Amount,Desde Monto,
From Date,Desde la fecha,
From Employee,Desde Empleado,
From Time,Desde hora,
From User,Del usuario,
Fuel Price,Precio del combustible,
Fuel Qty,Cantidad de combustible,
Full Name,Nombre completo,
Full and Final Statement,Declaración completa y definitiva,
Fully Sponsored,Totalmente Patrocinado,
Funded Amount,Cantidad Financiada,
Geolocation,Geolocalización,
Get Employees,Obtener Empleados,
Get Template,Obtener Plantilla,
Gluten Free,Sin Gluten,
Goal,Objetivo,
Goals,Objetivos,
Grade,Calificación,
Grand Total,Total,
Green,Verde,
Gross Pay,Pago Bruto,
HR,HR,
HR Manager,Gerente de recursos humanos (RRHH),
HR Settings,Configuración de recursos humanos (RRHH),
HR User,Usuario de recursos humanos,
HR-ADS-.YY.-.MM.-,HR-ADS-.YY .-. MM.-,
HR-ATT-.YYYY.-,HR-ATT-.YYYY.-,
HR-EAD-.YYYY.-,HR-EAD-.YYYY.-,
HR-EXP-.YYYY.-,HR-EXP-.YYYY.-,
HR-LAL-.YYYY.-,HR-LAL-.YYYY.-,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
Half Day,Medio Día,
Half Day Date,Fecha de Medio Día,
Half Yearly,Semestral,
Half-Yearly,Semestral,
Has Certificate,Tiene Certificado,
Health Insurance Name,Nombre del Seguro de Salud,
Help,Ayuda,
Hiring Settings,Configuraciones de contratación,
Hold,Mantener,
Holiday List,Lista de festividades,
Holiday List for Optional Leave,Lista de vacaciones para la licencia opcional,
Holidays,Vacaciones,
Hour Rate,Salario por hora,
Hours,Horas,
IN,EN,
Identification Document Number,Numero de Documento de Identificacion,
Identification Document Type,Tipo de Documento de Identificación,
"If checked, hides and disables Rounded Total field in Salary Slips","Si está marcado, oculta y deshabilita el campo Total redondeado en los recibos de salario",
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Si está marcado, el monto total se deducirá de la renta imponible antes de calcular el impuesto sobre la renta sin ninguna declaración o presentación de prueba.",
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Si está habilitada, la Declaración de exención de impuestos se considerará para el cálculo del impuesto sobre la renta.",
"If not checked, the list will have to be added to each Department where it has to be applied.","Si no está marcada, la lista tendrá que ser añadida a cada departamento donde será aplicada.",
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Si se selecciona, el valor especificado o calculado en este componente no contribuirá a las ganancias o deducciones. Sin embargo, su valor puede ser referenciado por otros componentes que se pueden agregar o deducir.",
Import Attendance,Asistente de importación,
Import Log,Importar registro,
In Process,En Proceso,
In Progress,En Progreso,
In Time,A tiempo,
Inactive,Inactivo,
Incentive Amount,Monto de Incentivo,
Include holidays in Total no. of Working Days,Incluir vacaciones con el numero total de días laborables,
Include holidays within leaves as leaves,Incluir las vacaciones y ausencias únicamente como ausencias,
Income Tax Deductions,Deducciones del impuesto sobre la renta,
Income Tax Slab,Losa de impuesto sobre la renta,
Income Tax Slab Other Charges,Impuesto sobre la renta Otros cargos de losa,
Inspection,Inspección,
Interest,Interesar,
Interest Amount,Cantidad de interés,
Intermediate,Intermedio,
International,Internacional,
Internet,Internet,
Introduction,Introducción,
Invalid,Inválido,
Invited,Invitado,
Invoice Ref,Referencia de Factura,
Is Active,Está activo,
Is Carry Forward,Es un traslado,
Is Compensatory,Es Compensatorio,
Is Default,Es por defecto,
Is Earned Leave,Es Licencia Ganada,
Is Expired,Está expirado,
Is Flexible Benefit,Es un Beneficio Flexible,
Is Group,Es un grupo,
Is Income Tax Component,Es el componente del impuesto sobre la renta,
Is Leave Without Pay,Es una ausencia sin goce de salario,
Is Mandatory,Es obligatorio,
Is Optional Leave,Es una Licencia Opcional,
Is Paid,Está pagado,
Is Recurring,Es recurrente,
Is Tax Applicable,Es Impuesto Aplicable,
Job Applicant,Solicitante de empleo,
Job Applicant Source,Fuente del Solicitante de Empleo,
Job Description,Descripción del trabajo,
Job Offer,Oferta de trabajo,
Job Offer Term,Término de Oferta de Trabajo,
Job Offer Terms,Términos de Oferta de Trabajo,
Job Opening,Oportunidad de empleo,
Job Title,Título del trabajo,
"Job profile, qualifications required etc.","Perfil laboral, las cualificaciones necesarias, etc",
Joining Date,Dia de ingreso,
Journal Entry,Asiento contable,
KRA,KRA,
Key Performance Area,Área Clave de Rendimiento,
Key Responsibility Area,Área de Responsabilidad Clave,
Keyboard Shortcuts,Atajos de teclado,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,Última sincronización exitosa conocida del registro de empleados. Restablezca esto solo si está seguro de que todos los registros están sincronizados desde todas las ubicaciones. No modifique esto si no está seguro.,
Last Name,Apellido,
Last Sync of Checkin,Última sincronización de registro,
Late Entry,Entrada tardía,
Late Entry Grace Period,Período de gracia de entrada tardía,
Latitude,Latitud,
Leave,Salir,
Leave Allocation,Asignación de vacaciones,
Leave Allocations,Dejar asignaciones,
Leave Application,Solicitud de Licencia,
Leave Approval Notification Template,Plantilla de Notificación de Autorización de Vacaciones,
Leave Approver,Supervisor de ausencias,
Leave Approver Mandatory In Leave Application,Aprobador de Autorización de Vacaciones es obligatorio en la Solicitud de Licencia,
Leave Approver Name,Nombre del supervisor de ausencias,
Leave Balance,Balance de Licencia,
Leave Balance Before Application,Ausencias disponibles antes de la solicitud,
Leave Block List,Dejar lista de bloqueo,
Leave Block List Allow,Permitir Lista de Bloqueo de Vacaciones,
Leave Block List Allowed,Lista de 'bloqueo de vacaciones / permisos' permitida,
Leave Block List Date,Fecha de Lista de Bloqueo de Vacaciones,
Leave Block List Dates,Fechas de Lista de Bloqueo de Vacaciones,
Leave Block List Name,Nombre de la Lista de Bloqueo de Vacaciones,
Leave Control Panel,Panel de control de ausencias,
Leave Encashment,Dejar el Encargo,
Leave Encashment Amount Per Day,Deje la cantidad de dinero en efectivo por día,
Leave Ledger Entry,Dejar entrada de libro mayor,
Leave Period,Período de Licencia,
Leave Policy,Política de Licencia,
Leave Policy Detail,Dejar detalles de la política,
Leave Policy Details,Dejar detalles de la política,
Leave Status Notification Template,Plantilla de Estado de Notificación de Vacaciones,
Leave Type,Tipo de Licencia,
Leave Type Name,Nombre del tipo de ausencia,
Leave Without Pay,Permiso / licencia sin goce de salario (LSS),
Leaves,Hojas,
Leaves Allocated,Hojas asignadas,
Left,Inactivo/Fuera,
Letter Head,Membrete,
Level,Nivel,
License Plate,Matrículas,
Loan,Préstamo,
Loan Repayment Entry,Entrada de reembolso de préstamo,
Location,Ubicación,
Location / Device ID,Ubicación / ID del dispositivo,
Location Name,Nombre del Lugar,
Lodging Required,Alojamiento Requerido,
Log Type,Tipo de registro,
Log out,Cerrar sesión,
Longitude,Longitud,
Make,Crear,
Manual,Manual,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,Marque la asistencia basada en &#39;Registro de empleados&#39; para los empleados asignados a este turno.,
Marked Attendance,Asistencia Marcada,
Marked Attendance HTML,Asistencia Marcada HTML,
Max Amount Eligible,Monto Máximo Elegible,
Max Benefit Amount,Monto de Beneficio Máximo,
Max Benefit Amount (Yearly),Monto de Beneficio Máximo (Anual),
Max Benefits (Amount),Beneficios Máximos (Cantidad),
Max Benefits (Yearly),Beneficios Máximos (Anuales),
Max Exemption Amount,Cantidad de exención máxima,
Max Taxable Income,Ingreso imponible máximo,
Max working hours against Timesheet,Máximo las horas de trabajo contra la parte de horas,
Maximum Carry Forwarded Leaves,Máximo transporte de hojas enviadas,
Maximum Exempted Amount,Monto máximo exento,
Maximum Exemption Amount,Monto Máximo de Exención,
Meal Preference,preferencia de comida,
Message,Mensaje,
Mileage,Kilometraje,
Min Taxable Income,Renta mínima imponible,
Mode Of Payment,Método de pago,
Mode of Payment,Modo de pago,
Mode of Travel,Modo de Viaje,
Model,Modelo,
Month,Mes,
Monthly,Mensual,
Monthly Attendance Sheet,Hoja de Asistencia mensual,
More Info,Más información,
My Profile,Mi Perfil,
My Settings,Mis ajustes,
Name,Nombre,
Name of Organizer,Nombre del Organizador,
Naming Series,Secuencias e identificadores,
Net Pay,Pago Neto,
New,Nuevo,
New Company,Nueva compañia,
New Employee ID,Nueva Identificación de Empleado,
New Leaves Allocated,Nuevas Ausencias Asignadas,
New Leaves Allocated (In Days),Nuevas ausencias asignadas (en días),
No,No,
Non Diary,No diario,
Non-Vegetarian,No Vegetariano,
Not Started,No iniciado,
Notes,Notas,
Notify users by email,Notificar a los usuarios por correo electrónico,
Number Of Employees,Número de Empleados,
Number Of Positions,Numero de Posiciones,
OUT,FUERA,
Odometer Reading,Lectura del podómetro,
Offer Date,Fecha de oferta,
Offer Term,Términos de la oferta,
Old Parent,Antiguo Padre,
On Duty,En Servicio,
On Hold,En espera,
On Leave,De licencia,
Only Tax Impact (Cannot Claim But Part of Taxable Income),"Solo impacto impositivo (no se puede reclamar, pero parte de los ingresos imponibles)",
Open,Abrir/Abierto,
Orange,Naranja,
Other Details,Otros detalles,
Other Settings,Otros ajustes,
Other Taxes and Charges,Otros impuestos y cargos,
Out Time,Fuera de tiempo,
Overview,Visión general,
Overwrite Salary Structure Amount,Sobrescribir el monto de la Estructura Salarial,
Owned,Propiedad,
Paid,Pagado,
Paid Amount,Cantidad Pagada,
"Partially Sponsored, Require Partial Funding","Parcialmente Patrocinado, Requiere Financiación Parcial",
Passport Number,Número de pasaporte,
Password Policy,Política de contraseñas,
Pay Against Benefit Claim,Reclamo de pago contra el beneficio,
Payable Account,Cuenta por pagar,
Payables,Cuentas por pagar,
Payment Account,Cuenta de pagos,
Payment Days,Días de pago,
Payment Entry,Entrada de pago,
Payroll,Nómina de sueldos,
Payroll Date,Fecha de Nómina,
Payroll Employee Detail,Detalle de la Nómina del Empleado,
Payroll Entry,Entrada de Nómina,
Payroll Frequency,Frecuencia de la Nómina,
Payroll Period,Período de Nómina,
Payroll Period Date,Fecha del Período de la Nómina,
Payroll Periods,Períodos de Nómina,
Payroll Settings,Configuración de nómina,
Pending,Pendiente,
Pending Amount,Monto pendiente,
Percent,Por ciento,
Percent Deduction,Deducción Porcentual,
Percentage (%),Porcentaje (%),
Phone Number,Número de teléfono,
Pink,Rosa,
Planned number of Positions,Número planificado de Posiciones,
Posting Date,Fecha de Contabilización,
Preferred Area for Lodging,Área preferida para alojamiento,
Present,Presente,
Print Heading,Imprimir Encabezado,
Printing Details,Detalles de impresión,
Process Attendance After,Asistencia al proceso después,
Professional Tax Deductions,Deducciones fiscales profesionales,
Proficiency,Competencia,
Progress,Progreso,
Project,Proyecto,
Promotion Date,Fecha de Promoción,
Property,Propiedad,
Provident Fund Deductions,Deducciones del fondo de previsión,
Publish on website,Publicar en el sitio web,
Purpose,Propósito,
Purpose of Travel,Propósito de Viaje,
Quarterly,Trimestral,
Queued,En cola,
Raised By,Propuesto por,
Rate,Precio,
Rating,Clasificación,
Re-allocate Leaves,Reasignar Licencias,
Read,Leer,
Reason,Razón,
Receivables,Cuentas por cobrar,
Recruitment Analytics,Análisis de contratación,
Red,Rojo,
Reference,Referencia,
Reference Document,Documento de referencia,
Reference Document Name,Referencia Nombre del documento,
Reference Document Type,Tipo de Documento de Referencia,
References,Referencias,
Referrer,Referente,
Refuelling Details,Detalles de repostaje,
Rejected,Rechazado,
Relieving Date,Fecha de relevo,
Relieving Date ,Fecha de relevo,
Reload,Recargar,
Remaining Benefits (Yearly),Beneficios Restantes (Anuales),
Remark,Observación,
Remarks,Observaciones,
Remind Before,Recuerde Antes,
Reminded,Recordado,
Reminder,Recordatorio,
Rented Car,Auto Rentado,
Replied,Respondido,
Require Full Funding,Requerir Fondos Completos,
Required for Employee Creation,Requerido para la creación del Empleado,
Resignation Letter Date,Fecha de carta de renuncia,
Resolution Date,Fecha de resolución,
Resolution Details,Detalles de la resolución,
Resolved,Resuelto,
Resolved By,Resuelto por,
Result,Resultado,
Resume,Reanudar,
Resume Attachment,Adjunto curriculum vitae,
Retention Bonus,Bonificación de Retención,
Return,Retornar,
Returned,Devuelto,
Returned Amount,Cantidad devuelta,
Right,derecho,
Role,Rol,
Role Allowed to Create Backdated Leave Application,Rol permitido para crear una solicitud de licencia con fecha anterior,
Round to the Nearest Integer,Redondear al entero más cercano,
Rounded Total,Total redondeado,
Rounded Total (Company Currency),Total redondeado (Divisa por defecto),
Rounding,Redondeo,
Route,Ruta,
Rules,Reglas,
Salary,Salario.,
Salary Component,Componente Salarial,
Salary Component ,Componente Salarial,
Salary Component Account,Cuenta Nómina Componente,
Salary Component Type,Tipo de Componente Salarial,
Salary Component for timesheet based payroll.,Componente de salario para la nómina basada en hoja de salario.,
Salary Currency,Divisa de salario,
Salary Detail,Detalle de Sueldos,
Salary Details,Detalles del Salario,
Salary Payments Based On Payment Mode,Pagos de salario basados en el modo de pago,
Salary Payments via ECS,Pagos de salario a través de ECS,
Salary Register,Registro de Salario,
Salary Slip,Nómina salarial,
Salary Slip Based on Timesheet,Nomina basada horas,
Salary Slip Loan,Préstamo de Nómina,
Salary Slip Timesheet,Registro de Horas de Nómina,
Salary Slips Created,Salario Slips creado,
Salary Slips Submitted,Nómina Salarial Validada,
Salary Structure,Estructura salarial,
Salary Structure Assignment,Asignación de Estructura Salarial,
Salary breakup based on Earning and Deduction.,Calculo de salario basado en los ingresos y deducciones,
Scheduled,Programado.,
Score,Puntuación,
Score Earned,Puntuación Obtenida.,
Select Employees,Seleccione los empleados,
Select Payment Account to make Bank Entry,Seleccionar la cuenta de pago para hacer la entrada del Banco,
Select Terms and Conditions,Seleccione términos y condiciones,
Select Users,Seleccionar Usuarios,
Self-Study,Autoestudio,
Seminar,Seminario,
Send Emails At,Enviar Correos Electrónicos a,
Sender,Remitente,
Sender Email,Correo electrónico del Remitente,
Sent,Enviado,
Series,Secuencia,
Service,Servicios,
Service Details,Detalles del servicio,
Service Item,Artículo de servicio,
Session Defaults,Valores predeterminados de sesión,
Settings,Configuración,
Settled,Colocado,
Shift,Cambio,
Shift Actual End,Shift Real End,
Shift Actual Start,Shift Real Start,
Shift Assignment,Asignación de Turno,
Shift End,Fin de turno,
Shift Request,Solicitud de Turno,
Shift Start,Inicio de turno,
Shift Type,Tipo de Cambio,
Show Leaves Of All Department Members In Calendar,Mostrar hojas de todos los miembros del departamento en el calendario,
Skill,Habilidad,
Skill Name,nombre de la habilidad,
Skills,Habilidades,
Skip Auto Attendance,Omitir asistencia automática,
Source,Referencia,
Source Name,Nombre de la Fuente,
Sponsored Amount,Monto Patrocinado,
Staffing Plan,Plan de Personal,
Staffing Plan Detail,Detalle del plan de personal,
Standard Tax Exemption Amount,Monto de exención de impuestos estándar,
Start Date,Fecha de inicio,
Start Time,Hora de inicio,
Statistical Component,Componente estadístico,
Status,Estado,
Stop users from making Leave Applications on following days.,No permitir a los usuarios crear solicitudes de ausencia en los siguientes días.,
Strictly based on Log Type in Employee Checkin,Estrictamente basado en el tipo de registro en el registro de empleados,
Subject,Asunto,
Submission Date,Día de Entrega,
Submitted,Validado,
Supplier,Proveedor,
System Manager,Administrador del sistema,
