Account Head,Compte comptable principal,
Accounting,Comptabilité,
Accounting & Payment,Comptabilité & Paiement,
Accounting Details,Détails Comptable,
Accounting Dimensions,Dimensions comptables,
Accounts,Codes comptables,
Action,Action,
Active,actif,
Activities,Activités,
Activity Name,Nom de l'activité,
Actual Amount,Montant actuel,
Actual Cost,Prix actuel,
Actual Encashable Days,Jours d'encaissement actuels,
Add Day-wise Dates,Ajouter des dates de jour,
Add unused leaves from previous allocations,Ajouter les congés inutilisés des précédentes allocations,
Add unused leaves from previous leave period's allocation to this allocation,Ajouter les feuilles inutilisées de l'allocation de la période de congé précédente à cette allocation,
Added On,Ajouté le,
Additional Amount,Montant supplémentaire,
Additional Information ,Informations supplémentaires,
Additional Salary,Salaire supplémentaire,
Additional Salary ,Salaire supplémentaire,
Address of Organizer,Adresse de l'organisateur,
Advance,Avance,
Advance Account,Compte d'avances,
Advance Amount,Montant de l'Avance,
Advance Paid,Avance Payée,
Advance Payments,Paiements Anticipés,
Advanced Filters,Filtres avancés,
Advances,Avances,
All,Tout,
Allocate Based On Leave Policy,Allocation basée sur la politique de congés,
Allocate on Day,Allouer le jour,
Allocated Amount,Montant alloué,
Allocation,Allocation des congés,
Allow Encashment,Autoriser l'encaissement,
Allow Geolocation Tracking,Autoriser la géolocalisation,
Allow Multiple Shift Assignments for Same Date,Autoriser plusieurs affectations de décalage pour la même date,
Allow Negative Balance,Autoriser un Solde Négatif,
Allow Over Allocation,Autoriser la surallocation,
Allow Tax Exemption,Autoriser l'exonération fiscale,
Allow User,Autoriser l'Utilisateur,
Allow Users,Autoriser les Utilisateurs,
Allow check-out after shift end time (in minutes),Autoriser le départ après l'heure de fin du quart (en minutes),
Allow the following users to approve Leave Applications for block days.,Autoriser les utilisateurs suivant à approuver les demandes de congés durant les jours bloqués.,
Allows allocating more leaves than the number of days in the allocation period.,Permet d'allouer plus de feuilles que le nombre de jours de la période d'attribution.,
Alternating entries as IN and OUT during the same shift,Alterner les entrées comme IN et OUT pendant le même quart,
Amended From,Modifié Depuis,
Amount,Montant,
Amount based on formula,Montant basé sur la formule,
Amount claimed via Expense Claim,Montant réclamé par le biais d'une note de frais,
Amount of expense,Montant des dépenses,
Annual Allocation,Allocation annuelle,
Annual Taxable Amount,Montant annuel imposable,
Any other details,Tout autre détail,
"Any other remarks, noteworthy effort that should go in the records","Toute autre remarque, un effort remarquable qui devrait figurer dans les dossiers",
Applicable Earnings Component,Composant de Gains applicable,
Applicable For,Applicable Pour,
Applicable in the case of Employee Onboarding,Applicable dans le cas de l'accueil des nouveaux employés,
Applicant Email Address,Adresse e-mail du demandeur,
Applicant Name,Nom du candidat,
Applicant Rating,Notation du candidat,
Applicant for a Job,Candidat à un Emploi,
Applies to Company,S'applique à la Société,
Apply / Approve Leaves,Appliquer / Approuver les Congés,
Appointment Date,Date de rendez-vous,
Appointment Letter,Lettre de nomination,
Appointment Letter Template,Modèle de lettre de nomination,
Appointment Letter content,Contenu de la lettre de nomination,
Appraisal,Estimation,
Appraisal Cycle,Cycle d'évaluation,
Appraisal Goal,Objectif d'Estimation,
Appraisal KRA,KRA d'évaluation,
Appraisal Linking,Liaison de l'évaluation,
Appraisal Overview,Aperçu de l'évaluation,
Appraisal Template,Modèle d'évaluation,
Appraisal Template Goal,But du Modèle d'Évaluation,
Appraisal Template Title,Titre du modèle d'évaluation,
Appraisee,Évaluateur,
Approval,Approbation,
Approval Status,Statut d'Approbation,
Approved,Approuvé,
Approver,Approbateur,
Archived,Archivé,
Arrival Datetime,Date/Heure d'arrivée,
Asset Name,Nom de l'Actif,
Assets Allocated,Actifs alloués,
Assign Shift Schedule,Attribuer des plannings de quarts,
Assignment based on,Affectation basée sur,
Associated Document,Document Associé,
Associated Document Type,Type de document associé,
Attachments,Pièces jointes,
Attendance,Présence,
Attendance Date,Date de Présence,
Attendance From Date,Présence Depuis,
Attendance Marked,Présence marquée,
Attendance Request,Demande de validation de présence,
Attendance Settings,Paramètres de présence,
Attendance To Date,Présence Jusqu'à,
Attendance will be marked automatically only after this date.,La participation sera automatiquement marquée après cette date.,
Attendees,Participants,
Auto Attendance Settings,Paramètres de présence automatique,
Auto Leave Encashment,Auto Leave Encashment,
Automated Based on Goal Progress,Automatisé en fonction de la progression de l'objectif,
"Automatically fetches all assets allocated to the employee, if any","Récupère automatiquement tous les actifs alloués à l'employé, le cas échéant",
Available Leave(s),Congés disponible(s),
Average Feedback Score,Score moyen des commentaires,
Average Rating,Notation moyenne,
Awaiting Response,Attente de Réponse,
Bank Account,Compte bancaire,
Bank Account No,No de compte bancaire,
Bank Details,Coordonnées bancaires,
Bank Name,Nom de la Banque,
Bank Remittance,Virement bancaire,
Base,Base,
Begin On (Days),Commencer sur (jours),
Begin check-in before shift start time (in minutes),Commencez l'enregistrement avant l'heure de début du poste (en minutes),
Beginner,Débutant,
Benefits,Avantages,
Bimonthly,Bimensuel,
Birthdays,Jours d'anniversaire,
Block Date,Bloquer la Date,
Block Days,Bloquer les Jours,
Block Holidays on important days.,Bloquer les Vacances sur les jours importants.,
Blue,Bleue,
Body,Corps,
Bonus Amount,Montant du bonus,
Bonus Payment Date,Date de paiement du bonus,
Branch,Branche,
Bulk Salary Structure Assignment,Affectation de la structure salariale en bloc,
Calculate Gratuity Amount Based On,Calculer le montant de la Gratuité basé sur,
Calculate Payroll Working Days Based On,Calculer les jours ouvrables de paie en fonction de,
Calculated in days,Calculé en jours,
Cancelled,Annulé,
Carry Forward,Reporter,
Carry Forwarded Leaves,Effectuer Feuilles Transmises,
Cause of Grievance,Cause de grief,
Change,Changement,
Check Vacancies On Job Offer Creation,Vérifier les offres d'emploi lors de la création d'une offre d'emploi,
Check-in Date,Date d'arrivée,
Check-out Date,Date de départ,
Claim Benefit For,Demande de prestations pour,
Claim Date,Date de réclamation,
Claimed,Réclamé,
Claimed Amount,Montant réclamé,
Clearance Date,Date de Compensation,
Cleared,Nettoyé,
Closed,Fermé,
Closed On,Fermé le,
Closes On,Fermeture activée,
Closing Notes,Notes de clôture,
Color,Couleur,
Comments,Commentaires,
Company,Société,
Company Details,Détail de la société,
Compensatory Leave Request,Demande de congé compensatoire,
Completed,Terminé,
Component,Composant,
Component properties and references ,Propriétés et références des composants,
Condition,Conditions,
Condition & Formula,Etat & Formule,
Condition and formula,Condition et formule,
Conditions,Conditions,
Conditions and Formula variable and example,Conditions et variable de formule et exemple,
Conference,Conférence,
Consider Marked Attendance on Holidays,Considérer la présence marquée pendant les vacances,
Consider Unmarked Attendance As,Considérez la participation non marquée comme,
Contact Email,Email du Contact,
Contact No.,N° du Contact,
Contact Number,Numéro de contact,
Copy of Invitation/Announcement,Copie de l'invitation / annonce,
Cost,Coût,
Cost Center,Centre de coûts,
Cost Centers,Centres de coûts,
Costing,Coût,
Costing Details,Détails des coûts,
Country,Pays,
Course,Cours,
Cover Letter,Lettre de Motivation,
Create New Employee Id,Créer un nouvel identifiant d'employé,
Create Separate Payment Entry Against Benefit Claim,Créer une écriture de paiement distincte pour chaque demande d'avantages sociaux,
Criteria,Critère,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,Critères sur la base desquels l'employé doit être évalué dans la rétroaction sur la performance et l'autoévaluation,
Currency,Devise,
Currency ,Devise,
Current,Actuel,
Current CTC,CTC en cours,
Current Count,Compte actuel,
Current Employer ,Employeur actuel,
Current Job Title,Titre du poste actuel,
Current Month Income Tax,Mois de l'impôt sur le revenu,
Current Odometer value ,Valeur actuelle du compteur kilométrique,
Current Openings,Offres actuelles,
Current Slab,Dalle actuelle,
Current Work Experience,Expérience de travail actuelle,
Custom Range,Plage personnalisée,
Cycle Name,Nom du cycle,
Daily,Quotidien,
Daily Work Summary,Récapitulatif de travail quotidien,
Daily Work Summary Group,Groupe de récapitulatif quotidien,
Daily Work Summary Group User,Utilisateur du groupe de récapitulatif quotidien,
Daily Work Summary Replies,Réponses au récapitulatif de travail quotidien,
Dashboard,Tableau de bord,
Date,Date,
Date of Birth,Date de naissance,
Date of Joining,Date d'Embauche,
Dates & Reason,Dates & Raison,
Dates Based On,Dates basées sur,
Declarations,Déclarations,
Declared Amount,Montant Déclaré,
Deduct Full Tax on Selected Payroll Date,Déduire la taxe complète à la date de paie sélectionnée,
Deduct Tax For Unclaimed Employee Benefits,Déduire la taxe pour les avantages sociaux des employés non réclamés,
Deduct Tax For Unsubmitted Tax Exemption Proof,Déduire la taxe pour toute preuve d'exemption de taxe non soumise,
Deduction,Déduction,
Deductions,Déductions,
Deductions before tax calculation,Déductions avant calcul de la taxe,
Default Account,Compte par Défaut,
Default Amount,Montant par Défaut,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Le compte par défaut de Banque / Caisse sera automatiquement mis à jour dans l’écriture de Journal de Salaire lorsque ce mode est sélectionné.,
Default Base Pay,Paiement de base par défaut,
Default Salary Structure,Structure salariale par défaut,
Deferred Expense Account,Compte de dépenses différées,
Delivery Trip,Service de Livraison,
Department,Département,
Department Approver,Approbateur du département,
Departure Datetime,Date/Heure de départ,
Depends on Payment Days,Dépend des jours de paiement,
Description,Description,
Description of a Job Opening,Description d'une Nouvelle Offre d’Emploi,
Designation,Désignation,
Designation Skill,Compétence de désignation,
Details,Détails,
"Details of Sponsor (Name, Location)","Détails du commanditaire (nom, lieu)",
Determine Check-in and Check-out,Déterminer les entrées et les sorties,
Disable,Désactiver,
Disable Rounded Total,Désactiver le Total Arrondi,
Disabled,Desactivé,
Dispensed Amount (Pro-rated),Montant distribué (au prorata),
Do Not Include in Total,Ne pas inclure dans le total,
Do not include in total,Ne pas inclure au total,
Domestic,National,
Download Template,Télécharger le Modèle,
Draft,Brouillon,
Duration (Days),Durée (jours),
Early Exit,Sortie anticipée,
Early Exit Grace Period,Période de grâce de sortie anticipée,
Earned Leave,Congés acquis,
Earned Leave Frequency,Fréquence d'acquisition des congés,
Earning,Revenus,
Earning Component,Composante de revenu,
Earnings,Bénéfices,
Earnings & Deductions,Gains & Déductions,
Effective From,À partir de,
Effective To,Effectif à :,
Effective from,À compter de,
Email,Courriel,
Email Address,Adresse électronique,
Email ID,Identifiant Email,
Email Salary Slip to Employee,Envoyer la Fiche de Paie à l'Employé par Mail,
Email Sent To,Email envoyé à,
Email Template,Modèle d&#39;email,
Emails salary slip to employee based on preferred email selected in Employee,Envoi des fiches de paie à l'employé par Email en fonction de l'email sélectionné dans la fiche Employé,
Employee,Employé,
Employee Advance,Avance versée aux employés,
Employee Advance Summary,Récapitulatif des avances versées aux employés,
Employee Attendance Tool,Outil de Gestion des Présences des Employés,
Employee Benefit Application,Demande d'avantages sociaux,
Employee Benefit Application Detail,Détail de la demande d'avantages sociaux,
Employee Benefit Claim,Requête d'avantages sociaux,
Employee Benefits,Avantages de l'Employé,
Employee Boarding Activity,Activité d'intégration des nouveaux employés,
Employee Checkin,Enregistrement des employés,
Employee Cost Center,Centre de coûts des employés,
Employee Details,Détails des employés,
Employee Emails,Emails de l'Employé,
Employee Exit Settings,Paramètres de sortie des employés,
Employee Exits,Quitter les employés,
Employee Feedback Criteria,Critères de rétroaction des employés,
Employee Feedback Rating,Évaluation des commentaires des employés,
Employee Grade,Echelon des employés,
Employee Grievance,Réclamation des employés,
Employee Health Insurance,Assurance maladie des employés,
Employee Image,Image de l'employé,
Employee Incentive,Intéressement des employés,
Employee Info,Informations sur les employés,
Employee Name,Nom de l'Employé,
Employee Naming By,Nommage de l'employé par,
Employee Number,Numéro d'Employé,
Employee Onboarding,Embauche des employés,
Employee Onboarding Template,Modèle d'accueil des nouveaux employés,
Employee Other Income,Autres revenus des employés,
Employee Performance Feedback,Commentaire sur la performance des employés,
Employee Promotion,Promotion des employés,
Employee Promotion Details,Détails de la promotion des employés,
Employee Property History,Historique des propriétés des champs de la fiche employé,
Employee Referral,Recommandations,
Employee Responsible ,Responsable de l'employé,
Employee Retained,Employé retenu,
Employee Separation,Départ des employés,
Employee Separation Template,Modèle de départ des employés,
Employee Settings,Paramètres des Employés,
Employee Skill,Compétence de l'employé,
Employee Skill Map,Carte de compétences des employés,
Employee Skills,Compétences des employés,
Employee Tax Exemption Category,Catégorie d'exemption de taxe des employés,
Employee Tax Exemption Declaration,Déclaration d'exemption de taxe,
Employee Tax Exemption Declaration Category,Catégorie de déclaration d'exemption de taxe,
Employee Tax Exemption Proof Submission,Soumission d'une preuve d'exemption de taxe,
Employee Tax Exemption Proof Submission Detail,Détails de la soumission de preuve d'exemption de taxe,
Employee Tax Exemption Sub Category,Sous-catégorie d'exemption de taxe,
Employee Training,Entrainement d'employé,
Employee Transfer,Transfert des employés,
Employee Transfer Detail,Détail du transfert des employés,
Employee Transfer Details,Détails de transfert des employés,
Employee name,Nom de l'employé,
Employee records are created using the selected option,Les enregistrements des employés sont créés en utilisant l'option sélectionnée,
Employees,Employés,
Employees HTML,Employés HTML,
Employees working on a holiday,Employés qui travaillent un jour férié,
Employment Type,Type d'emploi,
Enable Auto Attendance,Activer la présence automatique,
Enable Early Exit Marking,Activer le marquage de fin anticipée,
Enable Late Entry Marking,Activer le marquage des entrées en retard,
Enabled,Activé,
Encashment,Encaissement,
Encashment Amount,Montant d'encaissement,
Encashment Date,Date de l'Encaissement,
Encashment Days,Jours d'encaissement,
Encrypt Salary Slips in Emails,Crypter les bulletins de salaire dans les courriels,
End Date,Date de Fin,
End Time,Heure de Fin,
Error Message,Message d&#39;erreur,
Estimated Cost Per Position,Coût estimé par poste,
Evaluation Date,Date d'évaluation,
Event Details,Détails de l'évènement,
Event Name,Nom de l'Événement,
Event Status,Statut de l'Événement,
Every Valid Check-in and Check-out,Chaque enregistrement valide et check-out,
Exam,Examen,
Exchange Rate,Taux de Change,
Exempted from Income Tax,Exonéré d'impôt sur le revenu,
Exemption Category,Catégorie d'exemption,
Exemption Proofs,Preufs d'exemption,
Exemption Sub Category,Sous-catégorie d'exemption,
Exit Confirmed,Sortie confirmée,
Exit Interview,Quitter l'entretien,
Exit Interview Summary,Récapitulatif de l'entretien de sortie,
Exit Questionnaire Notification Template,Modèle de notification du questionnaire de sortie,
Exit Questionnaire Web Form,Quitter le formulaire Web du questionnaire,
Expected Average Rating,Note moyenne attendue,
Expected By,Attendu par,
Expected Compensation,Compensation prévue,
Expected Skill Set,Ensemble de Compétences attendu,
Expected Skillset,Compétences attendues,
Expense,Charges,
Expense Account,Compte de Charge,
Expense Approver,Approbateur de dépenses,
Expense Approver Mandatory In Expense Claim,Approbateur obligatoire pour les notes de frais,
Expense Claim,Note de Frais,
Expense Claim Account,Compte de Note de Frais,
Expense Claim Advance,Avance sur Note de Frais,
Expense Claim Detail,Détail de la Note de Frais,
Expense Claim Type,Type de Note de Frais,
Expense Date,Date de la Note de Frais,
Expense Proof,Preuves de dépenses,
Expense Taxes and Charges,Frais et taxes,
Expense Type,Type de dépense,
Expenses,Charges,
Expenses & Advances,Dépenses & Avancées,
Expire Carry Forwarded Leaves (Days),Expirer les congés reportés (jours),
Expired,Expiré,
Expired Leave(s),Demande(s) de congés expirée(s),
Explanation,Explication,
Failed,Échoué,
Failure Details,Détails de l'échec,
Feedback,Retour d’Expérience,
Feedback HTML,Rétroaction HTML,
Feedback Ratings,Évaluations de commentaires,
Feedback Reminder Notification Template,Modèle de notification de retour d'expérience,
Feedback Submitted,Retour d'Expérience Soumis,
Field Name,Nom du Champ,
Filled,Rempli,
Filter Employees,Filtrer les employés,
Filter List,Liste de filtres,
Filters,Filtres,
Final Decision,Décision finale,
Final Score,Score final,
First Check-in and Last Check-out,Premier enregistrement et dernier départ,
First Day,Premier jour,
First Name ,Prénom,
Fleet Manager,Gestionnaire de Flotte,
Flexible Benefits,Avantages sociaux variables,
Flight,Vol,
Follow via Email,Suivre par E-mail,
For Designation ,Pour la désignation,
For Employee,Employé,
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.","Pour un jour de congé pris, si vous payez encore (dit) 50% du salaire quotidien, puis entrez 0,50 dans ce champ.",
Formula,Formule,
Fortnightly,Bimensuel,
Fraction of Applicable Earnings ,Fraction des gains applicables,
Fraction of Daily Salary for Half Day,Fraction du salaire journalier pour une demi-journée,
Fraction of Daily Salary per Leave,Fraction de salaire quotidien par congé,
Frequency,Fréquence,
From Amount,Du Montant,
From Date,A partir du,
From Employee,De l'Employé,
From Time,Horaire de Début,
From User,De l&#39;utilisateur,
From(Year),De(Année),
Fuel Price,Prix du carburant,
Fuel Qty,Qté Carburant,
Full Name,Nom Complet,
Full and Final Asset,Actif complet et final,
Full and Final Outstanding Statement,Déclaration complète et finale en suspens,
Fully Sponsored,Entièrement commandité,
Funded Amount,Montant financé,
Future Income Tax,Impôt sur le revenu futur,
Geolocation,Géolocalisation,
Get Employees,Obtenir des employés,
Get Job Requisitions,Obtenir des demandes d'emploi,
Get Template,Obtenir Modèle,
Gluten Free,Sans gluten,
Goal,Objectif,
Goal Completion (%),Achèvement de l'objectif (%),
Goal Score (%),Score d'objectif (%),
Goal Score (weighted),Score d'objectif (pondéré),
Goals,Objectifs,
Grade,Note,
Grand Total,Total TTC,
Gratuity Applicable Component,Composant de Gratuité Applicable,
Gratuity Rule,Règle de Gratuité,
Gratuity Rule Slab,Dalle de Règles de Gratuité,
Green,Vert,
Grievance Against,Contre le grief,
Grievance Against Party,Rébellion contre la partie,
Gross Pay,Salaire brut,
Gross Pay (Company Currency),Paiement brut (devise de la société),
Gross Year To Date,Année brute à ce jour,
Gross Year To Date(Company Currency),Année brute à échéance (Devise de la société),
HR,RH,
HR Manager,Responsable RH,
HR Settings,Paramètres RH,
HR User,Chargé RH,
HR-ADS-.YY.-.MM.-,HR-ADS-.YY .-. MM.-,
HR-ATT-.YYYY.-,HR-ATT-.YYY.-,
HR-EAD-.YYYY.-,HR-EAD-.YYYY.-,
HR-EXP-.YYYY.-,HR-EXP-. AAAA.-,
HR-LAL-.YYYY.-,HR-LAL-YYYY.-,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
Half Day,Demi-Journée,
Half Day Date,Date de Demi-Journée,
Half Yearly,Semestriel,
Half-Yearly,Semestriel,
Has Certificate,A un certificat,
Health Insurance Name,Nom de l'assurance santé,
Help,Aidez-moi,
Hiring Settings,Paramètres d'embauche,
Hold,Mettre en attente,
Holiday List,Liste de vacances,
Holiday List for Optional Leave,Liste de jours fériés pour congé facultatif,
Holidays,Jours Fériés,
Hour Rate,Tarif Horaire,
Hour Rate (Company Currency),Taux horaire (devise de l'entreprise),
Hours,Heures,
IN,DANS,
Identification Document Number,Numéro du document d'identification,
Identification Document Type,Type de document d'identification,
"If checked, Payroll Payable will be booked against each employee","Si coché, la paie payable sera réservée à chaque employé",
"If checked, hides and disables Rounded Total field in Salary Slips","Si coché, masque et désactive le champ Total arrondi dans les fiches de salaire",
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Si coché, le montant total sera déduit du revenu imposable avant le calcul de l'impôt sur le revenu sans aucune déclaration ou soumission de preuve.",
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Si elle est activée, la déclaration d'exonération fiscale sera prise en compte pour le calcul de l'impôt sur le revenu.",
"If enabled, auto attendance will be marked on holidays if Employee Checkins exist","Si activé, la présence automatique sera marquée pendant les jours fériés si les enregistrements des employés existent",
"If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid","Si activé, déduit les jours de paiement pour les absents sur les jours fériés. Par défaut, les jours fériés sont considérés comme payés",
"If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs","Si activé, le composant sera considéré comme un composant de taxe et le montant sera calculé automatiquement selon les dalles d'impôt sur le revenu configurées",
"If enabled, the component will be considered in the Income Tax Deductions report","Si activé, le composant sera pris en compte dans le rapport sur les déductions d'impôt sur le revenu",
"If enabled, the component will not be displayed in the salary slip if the amount is zero","Si activé, le composant ne sera pas affiché dans le bulletin de salaire si le montant est zéro",
"If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Si activé, la valeur spécifiée ou calculée dans ce composant ne contribuera pas aux gains ou déductions. Cependant, sa valeur peut être référencée par d'autres composants qui peuvent être ajoutés ou déduits.",
"If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day","Si activé, le nombre total de jours ouvrables inclura les jours fériés, ce qui réduira la valeur du salaire par jour",
"If not checked, the list will have to be added to each Department where it has to be applied.","Si décochée, la liste devra être ajoutée à chaque département où elle doit être appliquée.",
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Si cette option est sélectionnée, la valeur spécifiée ou calculée dans ce composant ne contribuera pas aux gains ou aux déductions. Cependant, sa valeur peut être référencée par d'autres composants qui peuvent être ajoutés ou déduits.",
"If set, the job opening will be closed automatically after this date","Si défini, l'ouverture de la tâche sera fermée automatiquement après cette date",
Import Attendance,Importer Participation,
Import Log,Journal d'import,
In Process,En Cours,
In Progress,En cours,
In Time,À l'heure,
Inactive,Inactif,
Incentive,Incitatif,
Incentive Amount,Montant de l'intéressement,
Include holidays in Total no. of Working Days,Inclure les vacances dans le nombre total de Jours Ouvrés,
Include holidays within leaves as leaves,Inclure les vacances dans les congés en tant que congés,
Income Source,Source du revenu,
Income Tax Breakup,Répartition de l’impôt sur le revenu,
Income Tax Computation,Calcul de l'impôt sur le revenu,
Income Tax Deducted Till Date,Date de déduction de l'impôt sur le revenu,
Income Tax Deductions,Déductions d'impôt sur le revenu,
Income Tax Slab,Dalle d'impôt sur le revenu,
Income Tax Slab Other Charges,Dalle d'impôt sur le revenu Autres charges,
Income from Other Sources,Revenus provenant d'autres sources,
"Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired","Indique le nombre de feuilles qui ne peuvent pas être encastrées à partir du solde de congé. Par exemple avec un solde de congé de 10 et 4 feuilles non encaissables, vous pouvez encapsuler 6, tandis que les 4 restantes peuvent être reportées ou expirées",
Inspection,Inspection,
Interest,Intérêt,
Interest Amount,Montant d'Intérêts,
Interest Income Account,Compte de revenu d'intérêts,
Intermediate,Intermédiaire,
International,International,
Internet,Internet,
Interview,Entretien,
Interview Detail,Détail de l'entrevue,
Interview Details,Détails de l'entrevue,
Interview Feedback,Retour d'entretien,
Interview Reminder Notification Template,Modèle de notification d'entretien,
Interview Round,Cycle d'entretien,
Interview Summary,Résumé de l'entrevue,
Interview Type,Type d'entretien,
Introduction,Introduction,
Invalid,Invalide,
Investigated,Enquêté,
Investigation Details,Détails de l'enquête,
Invited,Invité,
Invoice Ref,Facture Ref,
Is Active,Est Active,
Is Applicable for Referral Bonus,Est applicable pour le bonus de parrainage,
Is Carry Forward,Est un Report,
Is Compensatory,Est compensatoire,
Is Default,Est Défaut,
Is Earned Leave,Est un congé acquis,
Is Expired,Est expiré,
Is Flexible Benefit,Est un avantage flexible,
Is Group,Est un Groupe,
Is Income Tax Component,Est un élément de l'impôt sur le revenu,
Is Leave Without Pay,Est un Congé Sans Solde,
Is Mandatory,Est obligatoire,
Is Optional Leave,Est un congé facultatif,
Is Paid,Est Payé,
Is Partially Paid Leave,Est un congé partiellement payé,
Is Recurring,Est récurrent,
Is Recurring Additional Salary,Salaire supplémentaire récurrent,
Is Tax Applicable,Est taxable,
Job Applicant,Demandeur d'emploi,
Job Applicant Source,Source du candidat,
Job Application Route,Route de l'application de job,
Job Description,Description de l'Emploi,
Job Offer,Offre d'emploi,
Job Offer Term,Condition de l'offre d'emploi,
Job Offer Term Template,Modèle de conditions d'offre d'emploi,
Job Offer Terms,Conditions de l'offre d'emploi,
Job Opening,Offre d’Emploi,
Job Requisition,Réquisition des tâches,
Job Title,Titre de l'Emploi,
"Job profile, qualifications required etc.",Profil de l’Emploi. qualifications requises ect...,
Joining Date,Date d'Inscription,
Journal Entry,Écriture de Journal,
KRA,KRA,
KRA Evaluation Method,Méthode d'évaluation KRA,
KRA vs Goals,Objectifs KRA vs,
Key Performance Area,Domaine Essentiel de Performance,
Key Responsibility Area,Domaine de Responsabilités Principal,
Key Result Area,Zone de résultat clé,
Keyboard Shortcuts,Raccourcis clavier,
Last Day,Dernier jour,
